Series Name,Series Code,Country Name,Country Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GDP (current US$),NY.GDP.MKTP.CD,Burundi,BDI,876794723.068586,825394490.159111,784654423.620476,915257323.3961,1117113045.65222,1273375020.26862,1356199364.85882,1611835901.9063,1781455092.07114,2032135191.46216,2235820808.72913,2333308059.02403,2451625280.19537,2705783330.38791,3104394792.28413,2959641046.92291,3172292379.36329,3036937141.27062,3012308945.62671,3258187232.63159
GDP (current US$),NY.GDP.MKTP.CD,Cabo Verde,CPV,563024383.296626,620974660.230303,813963830.179217,924318490.7598,971977088.156914,1107891063.43863,1513933983.22398,1789333748.6799,1711817181.52969,1664310769.55229,1865915544.12445,1741809808.96442,1850470042.43281,1859898513.26858,1596800287.16405,1662998677.88425,1769787215.42141,1966983316.32593,1981845740.70615,1703698676.69742
GDP (current US$),NY.GDP.MKTP.CD,Cambodia,KHM,3984000517.01899,4284028482.54971,4658246918.26014,5337833248.02828,6293046161.82646,7274595706.66355,8639235842.17756,10351914093.1626,10401851850.6062,11242275198.9706,12829541141.0175,14054443213.4731,15227991395.2235,16702610842.4106,18049954289.4301,20016747754.0153,22177200511.5882,24571753583.504,27089389786.9684,25291251427.3979
GDP (current US$),NY.GDP.MKTP.CD,Cameroon,CMR,10380401988.7009,11634008832.7568,14581533773.0433,17462229588.9923,17951220881.4502,19373256211.0279,22394848085.2894,26516681614.3498,26122645990.7794,26169323292.5278,29375448542.4466,29102772799.0038,32357345500.9885,34989493826.2179,30928653813.8538,32643697595.8378,35009262788.15,38694156862.9922,39007354359.2798,39802147568.2174
GDP (current US$),NY.GDP.MKTP.CD,Canada,CAN,738981792355.372,760649334098.005,895540646634.787,1026690238278.25,1173108598778.68,1319264809590.97,1468820407783.26,1552989690721.65,1374625142157.29,1617343367486.26,1793326630174.52,1828366481521.6,1846597421834.98,1805749878439.94,1556508816217.14,1527994741907.43,1649265644244.09,1721853332869.63,1741576393905.98,1644037286481.26
GDP (current US$),NY.GDP.MKTP.CD,Cayman Islands,CYM,..,..,..,..,..,4200439457.5783,4466438857.5543,4586114124.56498,4281868714.74859,4156990759.63038,4186223808.95236,4291159006.36025,4405954638.18553,4563017880.71523,4708336733.46934,4909498979.9592,5166467298.69195,5522625585.0234,5935769350.77403,..
GDP (current US$),NY.GDP.MKTP.CD,Central African Republic,CAF,931833302.752857,991387870.12463,1139754799.16304,1270080250.65268,1337362392.15225,1460561215.4447,1697565948.65323,1985240986.18508,2059094048.26019,2142591539.43547,2437982706.57518,2510126509.99477,1691544110.69163,1894813389.88179,1695825714.24273,1825018144.46194,2072349974.15257,2220979144.52018,2220307318.74886,2303078337.57431
GDP (current US$),NY.GDP.MKTP.CD,Chad,TCD,1710843360.64955,1997005786.54118,2742815194.54993,4422855929.21428,6649307057.03314,7428701809.40597,8650138068.63161,10393834720.852,9290728773.35723,10668102734.8132,12172309522.6171,12367363677.6199,12953535495.8781,13940768065.6063,10950392219.9104,10097778353.7651,10000395242.1457,11239167048.4916,11314951342.7807,10093118570.2918
GDP (current US$),NY.GDP.MKTP.CD,Channel Islands,CHI,6232906290.4851,6663669064.7482,7332244897.95918,8553643354.08275,8827272727.27273,9676172953.08188,11514605842.3369,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Chile,CHL,70979923960.3742,69736811435.1032,75643459839.6008,99210392857.6116,122964812046.073,154788024805.808,173605968179.255,179638496278.574,172389498444.62,218537551220.071,252251992029.442,267122320056.702,278384332694.359,260541637327.864,243919079437.373,250440149690.889,277034675515.671,297571693064.212,279385487344.526,252940023046.011
GDP (current US$),NY.GDP.MKTP.CD,China,CHN,1339395718862.89,1470550015077.93,1660287965663.89,1955347004965.69,2285965892364.2,2752131773358.92,3550342737009.53,4594307032667.98,5101703073088.97,6087163874510.73,7551500124197.17,8532229986993.65,9570406235659.64,10475682920597.7,11061553079871.5,11233276536744.7,12310409370894.2,13894817549380.3,14279937467431,14722730697890.1
GDP (current US$),NY.GDP.MKTP.CD,Colombia,COL,98211749595.5442,97963003804.7851,94641378693.223,117081522349.677,145619191582.061,161618581266.316,206181826825.28,242186950900.775,232397835678.336,286563105192.456,334943871931.745,370921320483.841,382116126448.554,381112119657.445,293481748240.779,282825009887.458,311883730690.129,334198214706.209,323429888934.257,271346896626.418
GDP (current US$),NY.GDP.MKTP.CD,Comoros,COM,378512003.405071,425964697.418664,546885184.990174,633706149.25026,653845122.872074,698431827.740958,795673128.485442,915659192.825112,905341090.570115,907978731.702123,1023086272.69622,1015843491.24635,1116224107.17116,1149587659.74502,966029599.801228,1012835492.51575,1077439756.12221,1178530633.81547,1165839899.80269,1219690024.50287
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Dem. Rep.",COD,7438189100.33333,8728038525.14034,8937567059.87754,10297483481.223,11964484667.9102,14451902467.9315,16737071816.38,19788515873.8942,18648373312.4241,21565720044.4634,25839749198.8233,29306235826.3885,32679745297.6453,35909040265.9328,37917704900.0794,37134799974.5225,38019265625.8845,46831342212.5473,50400746171.4239,49868970641.1062
GDP (current US$),NY.GDP.MKTP.CD,"Congo, Rep.",COG,2796704577.3082,3034251042.07329,3503723244.83607,4656975222.72243,6647357442.08986,8065134528.26894,8771102025.00987,11602893043.0256,9684321633.21977,13135580695.2473,15634897272.7645,17693924573.2499,17953617927.2933,17889079957.9301,11885478502.053,10158508345.3104,11109029840.2479,13642740884.1356,12693562947.7856,10884686142.6442
GDP (current US$),NY.GDP.MKTP.CD,Costa Rica,CRI,15976174336.9721,16578820687.2881,17271760506.9483,18610594846.2083,20040642476.9817,22715540324.3032,26884700345.0342,30801744881.0001,30745712006.5307,37658614803.2775,42762617081.6522,47231651864.8284,50949672205.9168,52016408950.8936,56441917652.9812,58847016044.7363,60516043590.1832,62335931464.4979,63951114302.2599,61520669890.4037
GDP (current US$),NY.GDP.MKTP.CD,Cote d'Ivoire,CIV,11202353584.6713,12405208665.4831,15340993079.1206,16584164236.2204,17091723906.153,17816714954.2442,20370544322.3074,24322959641.2556,24375209177.9302,24908781285.4756,25414875503.0784,26789047554.5988,31273074527.6975,35363533865.7271,45814637971.4745,47964234560.0514,51588158717.5348,58011466450.8643,58539424929.7248,61348579465.1017
GDP (current US$),NY.GDP.MKTP.CD,Croatia,HRV,23054778851.2787,26813968850.5192,34682900712.6654,41587470546.7946,45376744001.8044,50423077102.0764,60073426976.5069,70234425974.0453,62600093958.9538,59918313669.1671,62537851352.4904,56580819623.8529,58194069434.1423,57639588805.5871,49525747503.8149,51601147665.8089,55481644098.0495,61375222347.0256,60752588976.3175,55966581780.1688
GDP (current US$),NY.GDP.MKTP.CD,Cuba,CUB,31682400000,33590500000,35901200000,38203000000,42643836100,52742800000,58603900000,60806300000,62080000000,64328000000,68990000000,73141000000,77148000000,80656000000,87133000000,91370000000,96851000000,100050000000,103131000000,..
GDP (current US$),NY.GDP.MKTP.CD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,3038699608.93855,3131096089.38547,3147616201.11732,3158406033.51955,3151910782.1229,3122287932.96089,3116610111.73184,3127908044.69274,3101787709.49721,..
GDP (current US$),NY.GDP.MKTP.CD,Cyprus,CYP,10397897085.6102,11420227884.6154,14547325028.3126,17320552500,18433411267.2553,20072786350.5206,23968764029.5647,27844698989.3072,25945391775.4932,25732432719.0773,27565469097.9955,24978513426.6992,23900872625.8467,23156850006.6427,19842404304.8929,20953442550.3653,22729184365.1152,25309818138.8758,24949065263.6292,23804340376.9275
GDP (current US$),NY.GDP.MKTP.CD,Czech Republic,CZE,67808032979.5429,82196001050.7474,100090467581.268,119814434353.575,137143471328.274,156264095664.643,190183800884.018,236816485762.988,207434296805.33,209069940963.177,229562733398.948,208857719320.649,211685616592.931,209358834156.329,188033050459.881,196272068576.338,218628940951.675,248950103352.137,252498032247.163,245349489988.26
GDP (current US$),NY.GDP.MKTP.CD,Denmark,DNK,164791442543.375,178635163717.431,218096033517.009,251373002954.382,264467336457.17,282884947702.966,319423424509.066,353361038818.383,321241303699.006,321995279401.502,344003137611.271,327148943812.137,343584391647.927,352993631617.708,302673070846.857,313115929314.339,332121063806.391,356841216410.068,347561349210.979,356084867685.639
GDP (current US$),NY.GDP.MKTP.CD,Djibouti,DJI,572417440.820162,591122039.601398,622044665.515049,666072101.777505,708633194.726566,768873684.032838,847918929.107984,999105339.267729,1049110684.72493,1128611700.3618,1239144501.77525,1353632941.5207,2042817162.85639,2214681573.56933,2430287967.02678,2603554906.59464,2751461055.59307,3012820409.63313,3324634256.13324,3384404260.07202
GDP (current US$),NY.GDP.MKTP.CD,Dominica,DMA,340203703.703704,333196296.296296,343311111.111111,367200000,364255555.555556,390251851.851852,421374074.074074,458188888.888889,489074074.074074,493825925.925926,501025925.925926,485996296.296296,498296296.296296,520207407.407407,540737037.037037,576229629.62963,519837037.037037,551074074.074074,574607407.407407,469870370.37037
GDP (current US$),NY.GDP.MKTP.CD,Dominican Republic,DOM,25601765400.5153,27137508656.8522,21403167848.1444,22322395368.0274,35777570135.5225,37879869897.8979,43965420072.4107,48122547177.1881,48261033298.2133,53860175555.9961,58029750745.6495,60681537195.7996,62682163837.347,67179914026.9623,71164825256.6849,75704720189.5607,79997975621.8654,85555378042.8196,88941299733.5018,78844702329.0785
GDP (current US$),NY.GDP.MKTP.CD,Ecuador,ECU,24468324000,28548945000,32432858000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,101726331000,99290381000,99937696000,104295862000,107562008000,108108009000,98808010000
GDP (current US$),NY.GDP.MKTP.CD,"Egypt, Arab Rep.",EGY,96684636118.5984,85146067415.7303,80288461538.4615,78782467532.4675,89600665557.4043,107426086956.522,130437828371.278,162818181818.182,189147005444.646,218983666061.706,235989672977.625,279116666666.667,288434108527.132,305595408895.265,329366576819.407,332441717791.411,235733695652.174,249712999437.254,303080865603.645,363069245165.315
GDP (current US$),NY.GDP.MKTP.CD,El Salvador,SLV,12282533600,12664190300,13243892200,13724810900,14698001400,15999886400,17011750900,17986890000,17601620000,18447920000,20283790000,21386150000,21990970000,22593460000,23438240000,24191430000,24979200000,26020850000,26896660000,24638720000
GDP (current US$),NY.GDP.MKTP.CD,Equatorial Guinea,GNQ,1461139022.02954,1806742742.27311,2484745935.09329,4410764338.66733,8217369092.65224,10086528698.8604,13071718758.7373,19749893536.3204,15027795173.2187,16314443428.9408,21357343681.8966,22388344123.9916,21948834290.3538,21765453087.4795,13185496881.4055,11240808846.6928,12200913887.6419,13097012189.3995,11417278044.9859,10021856754.4944
GDP (current US$),NY.GDP.MKTP.CD,Eritrea,ERI,752368495.512622,729321366.651861,870247703.182758,1109054005.43971,1098425900.74116,1211161879.6748,1317974491.05691,1380188800,1856695551.21951,1589515447.15447,2065001626.01626,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Estonia,EST,6254649538.98487,7367975887.72723,9874013098.46432,12145911801.2422,14106790200.2239,17022870405.2189,22449129482.617,24341678628.9732,19633031397.6104,19523477325.6235,23183616045.5168,23020466784.6112,25108615091.9884,26598657880.5486,22881558191.8523,24056487770.898,26857880621.935,30474612057.4484,31045591753.4901,30650285471.7215
GDP (current US$),NY.GDP.MKTP.CD,Eswatini,SWZ,1542477355.35654,1432228172.702,2197612767.195,2770082822.46579,3178126554.80949,3291353806.39445,3469363925.39813,3294093364.16017,3580417161.33448,4438778547.23269,4820499497.32134,4886658806.33374,4597702903.12892,4422304974.7989,4062660889.82685,3816018484.52711,4402972999.53486,4665424249.06156,4471598726.6436,3962493092.99308
GDP (current US$),NY.GDP.MKTP.CD,Ethiopia,ETH,8231326016.47494,7850809498.16803,8623691300.04079,10131187261.4421,12401139453.9738,15280861834.6024,19707616772.7996,27066912635.2228,32437389116.038,29933790334.3418,31952763089.33,43310721414.0829,47648211133.2183,55612228233.5179,64589334978.8013,74296618481.0882,81770791970.982,84269348327.3454,95912590628.1412,107645054311.876
GDP (current US$),NY.GDP.MKTP.CD,Faroe Islands,FRO,1147654635.45922,1262669892.4595,1494011567.01125,1688237552.36935,1727792692.89133,1984445416.02206,2290133548.87301,2432415998.11695,2268387770.71014,2320424601.26954,2490807830.57351,2366301251.61847,2627049837.08135,2850743875.2784,2518096285.61661,2738832687.13698,2899226097.62377,3051341335.9516,3126293219.77989,..
GDP (current US$),NY.GDP.MKTP.CD,Fiji,FJI,1652464201.00149,1833279985.36741,2300453634.34962,2708078476.63012,2980484920.16558,3076305452.86506,3378314599.76402,3523185919.55826,2870624635.68032,3140508835.9485,3774530615.65916,3972012570.53467,4190143206.25611,4856963229.83999,4682546863.08162,4930204229.72263,5353404422.08138,5581393120.62853,5496250694.31587,4376014755.57615
GDP (current US$),NY.GDP.MKTP.CD,Finland,FIN,129421029082.774,139738377564.465,171274266365.688,197116960516.514,204809103345.355,216907539831.891,256052559540.104,284553976856.599,252496526813.004,249181190476.369,275243697751.011,258304834621.605,271285280621.373,274497230802.958,234440080998.273,240607907010.383,255016517537.983,275580448365.235,268782471380.392,269751312854.475
GDP (current US$),NY.GDP.MKTP.CD,France,FRA,1376465324384.79,1494286655373.61,1840480812641.08,2115742488204.62,2196126103718.44,2318593651988.46,2657213249384.07,2918382891460.38,2690222283967.77,2642609548930.36,2861408170264.6,2683825225092.63,2811077725703.59,2852165760630.27,2438207896251.84,2471285607081.72,2588740901639.81,2789593979064.58,2728870246705.88,2630317731455.26
GDP (current US$),NY.GDP.MKTP.CD,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Gabon,GAB,5023265365.25169,5335451307.54323,6511903657.44009,7770219479.72648,9582783318.3881,10327598800.6713,12455410055.7483,15571349775.7848,12113699660.6799,14372591916.4792,18210308748.2912,17170465294.0332,17595745653.3676,18203968001.8908,14383107714.0388,14023890620.3384,14929488770.7315,16862282413.8778,16874450215.1351,15593181270.9135
GDP (current US$),NY.GDP.MKTP.CD,"Gambia, The",GMB,687408804.630527,578236035.104279,487038821.611959,961900106.892751,1027702254.38664,1054113426.70947,1279704744.82781,1561763437.0325,1450140385.97229,1543292392.54605,1409694553.90934,1415006238.09509,1375608956.10386,1229460601.92174,1378176868.31568,1484579844.37143,1504909753.28746,1670670668.5939,1826073739.82522,1901930157.64528
GDP (current US$),NY.GDP.MKTP.CD,Georgia,GEO,3219488663.77231,3395728013.84524,3991284895.37214,5125365191.98664,6410823633.25426,7745394293.41721,10172882370.5477,12795076469.0099,10766836276.5639,12243505582.6741,15107441446.7833,16488403076.3641,17189551520.9811,17627003454.7205,14953950557.4406,15141758566.7808,16242916915.7203,17599700090.762,17477255562.2583,15891688903.1843
GDP (current US$),NY.GDP.MKTP.CD,Germany,DEU,1944107382550.34,2068624129493.69,2496128668171.56,2809187981127.39,2845802760850.64,2992196713084.93,3421229126745.14,3730027830672.33,3397791053070.3,3396354075663.73,3744408602683.94,3527344944139.83,3732743446218.92,3883920155292.26,3356235704119.75,3467498002104.33,3681732583768.5,3975347237442.99,3888326788627.44,3846413928653.71
GDP (current US$),NY.GDP.MKTP.CD,Ghana,GHA,5314909953.92992,6166330136.2948,7632406552.83803,8881368538.07671,10744675209.8984,20440893017.1566,24827844949.6033,28678701891.0957,26048108185.0534,32197272797.2028,39337314809.9434,41270954737.2459,62823043699.2187,51717482623.9132,47498906691.6182,54499451834.1061,58845211998.3455,65315955122.8077,67234292582.7606,72354428864.9032
GDP (current US$),NY.GDP.MKTP.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Greece,GRC,136191353914.989,153830946734.425,201924269751.693,240521261484.976,247783002114.165,273317736795.885,318497937311.799,354460802695.181,330000251458.739,296835346570.223,282625610892.477,242053529231.146,238484046041.178,235295470067.176,195317994377.197,192732474229.218,199630819054.302,212146107548.996,205326724570.227,189410106620.016
